Channel,LocID Root,Baseline,Band,Inst. Code,Orien. Code,sps,LocID,Chan Code,locID.CHA
261,VBB 3 Position Low Gain Science mode,05,Transmitted raw data,U,M,W,0.01,08,UMW,08.UMW
262,VBB 3 Position Low Gain Science mode,05,Transmitted raw data,R,M,W,0.005,05,RMW,05.RMW
263,VBB 3 Position Low Gain Science mode,05,Transmitted raw data,R,M,W,0.001,06,RMW,06.RMW
264,VBB 3 Position Low Gain Science mode,05,Transmitted raw data,R,M,W,1/1800,07,RMW,07.RMW
265,VBB 3 Position Low Gain Science mode,05,Transmitted raw data,R,M,W,1/3600,08,RMW,08.RMW
266,VBB 3 Position High Gain Engin. mode,10,Transmitted raw data,L,M,W,1,10,LMW,10.LMW
267,VBB 3 Position High Gain Engin. mode,10,Transmitted raw data,V,M,W,0.5,10,VMW,10.VMW
268,VBB 3 Position High Gain Engin. mode,10,Transmitted raw data,V,M,W,0.25,11,VMW,11.VMW
269,VBB 3 Position High Gain Engin. mode,10,Transmitted raw data,V,M,W,0.2,12,VMW,12.VMW
270,VBB 3 Position High Gain Engin. mode,10,Transmitted raw data,V,M,W,0.1,13,VMW,13.VMW
271,VBB 3 Position High Gain Engin. mode,10,Transmitted raw data,U,M,W,0.05,10,UMW,10.UMW
272,VBB 3 Position High Gain Engin. mode,10,Transmitted raw data,U,M,W,0.025,11,UMW,11.UMW
273,VBB 3 Position High Gain Engin. mode,10,Transmitted raw data,U,M,W,0.02,12,UMW,12.UMW
274,VBB 3 Position High Gain Engin. mode,10,Transmitted raw data,U,M,W,0.01,13,UMW,13.UMW
275,VBB 3 Position High Gain Engin. mode,10,Transmitted raw data,R,M,W,0.005,10,RMW,10.RMW
276,VBB 3 Position High Gain Engin. mode,10,Transmitted raw data,R,M,W,0.001,11,RMW,11.RMW
277,VBB 3 Position High Gain Engin. mode,10,Transmitted raw data,R,M,W,1/1800,12,RMW,12.RMW
278,VBB 3 Position High Gain Engin. mode,10,Transmitted raw data,R,M,W,1/3600,13,RMW,13.RMW
279,VBB 3 Position Low Gain Engin. mode,15,Transmitted raw data,L,M,W,1,15,LMW,15.LMW
280,VBB 3 Position Low Gain Engin. mode,15,Transmitted raw data,V,M,W,0.5,15,VMW,15.VMW
281,VBB 3 Position Low Gain Engin. mode,15,Transmitted raw data,V,M,W,0.25,16,VMW,16.VMW
282,VBB 3 Position Low Gain Engin. mode,15,Transmitted raw data,V,M,W,0.2,17,VMW,17.VMW
283,VBB 3 Position Low Gain Engin. mode,15,Transmitted raw data,V,M,W,0.1,18,VMW,18.VMW
284,VBB 3 Position Low Gain Engin. mode,15,Transmitted raw data,U,M,W,0.05,15,UMW,15.UMW
285,VBB 3 Position Low Gain Engin. mode,15,Transmitted raw data,U,M,W,0.025,16,UMW,16.UMW
286,VBB 3 Position Low Gain Engin. mode,15,Transmitted raw data,U,M,W,0.02,17,UMW,17.UMW
287,VBB 3 Position Low Gain Engin. mode,15,Transmitted raw data,U,M,W,0.01,18,UMW,18.UMW
288,VBB 3 Position Low Gain Engin. mode,15,Transmitted raw data,R,M,W,0.005,15,RMW,15.RMW
289,VBB 3 Position Low Gain Engin. mode,15,Transmitted raw data,R,M,W,0.001,16,RMW,16.RMW
290,VBB 3 Position Low Gain Engin. mode,15,Transmitted raw data,R,M,W,1/1800,17,RMW,17.RMW
291,VBB 3 Position Low Gain Engin. mode,15,Transmitted raw data,R,M,W,1/3600,18,RMW,18.RMW
292,VBB 3 Temperature,00,Transmitted raw data,L,K,W,1,00,LKW,00.LKW
293,VBB 3 Temperature,00,Transmitted raw data,V,K,W,0.5,00,VKW,00.VKW
294,VBB 3 Temperature,00,Transmitted raw data,V,K,W,0.25,01,VKW,01.VKW
295,VBB 3 Temperature,00,Transmitted raw data,V,K,W,0.2,02,VKW,02.VKW
296,VBB 3 Temperature,00,Transmitted raw data,V,K,W,0.1,03,VKW,03.VKW
297,VBB 3 Temperature,00,Transmitted raw data,U,K,W,0.05,00,UKW,00.UKW
298,VBB 3 Temperature,00,Transmitted raw data,U,K,W,0.025,01,UKW,01.UKW
299,VBB 3 Temperature,00,Transmitted raw data,U,K,W,0.02,02,UKW,02.UKW
300,VBB 3 Temperature,00,Transmitted raw data,U,K,W,0.01,03,UKW,03.UKW
301,VBB 3 Temperature,00,Transmitted raw data,R,K,W,0.005,00,RKW,00.RKW
302,VBB 3 Temperature,00,Transmitted raw data,R,K,W,0.001,01,RKW,01.RKW
303,VBB 3 Temperature,00,Transmitted raw data,R,K,W,1/1800,02,RKW,02.RKW
304,VBB 3 Temperature,00,Transmitted raw data,R,K,W,1/3600,03,RKW,03.RKW
305,Scientific Temperature A,00,Transmitted raw data,L,K,I,1,00,LKI,00.LKI
306,Scientific Temperature A,00,Transmitted raw data,V,K,I,0.5,00,VKI,00.VKI
307,Scientific Temperature A,00,Transmitted raw data,V,K,I,0.25,01,VKI,01.VKI
308,Scientific Temperature A,00,Transmitted raw data,V,K,I,0.2,02,VKI,02.VKI
309,Scientific Temperature A,00,Transmitted raw data,V,K,I,0.1,03,VKI,03.VKI
310,Scientific Temperature A,00,Transmitted raw data,U,K,I,0.05,00,UKI,00.UKI
311,Scientific Temperature A,00,Transmitted raw data,U,K,I,0.025,01,UKI,01.UKI
312,Scientific Temperature A,00,Transmitted raw data,U,K,I,0.02,02,UKI,02.UKI
313,Scientific Temperature A,00,Transmitted raw data,U,K,I,0.01,03,UKI,03.UKI
314,Scientific Temperature A,00,Transmitted raw data,R,K,I,0.005,00,RKI,00.RKI
315,Scientific Temperature A,00,Transmitted raw data,R,K,I,0.001,01,RKI,01.RKI
316,Scientific Temperature A,00,Transmitted raw data,R,K,I,1/1800,02,RKI,02.RKI
317,Scientific Temperature A,00,Transmitted raw data,R,K,I,1/3600,03,RKI,03.RKI
318,Scientific Temperature B,05,Transmitted raw data,L,K,I,1,05,LKI,05.LKI
319,Scientific Temperature B,05,Transmitted raw data,V,K,I,0.5,05,VKI,05.VKI
320,Scientific Temperature B,05,Transmitted raw data,V,K,I,0.25,06,VKI,06.VKI
321,Scientific Temperature B,05,Transmitted raw data,V,K,I,0.2,07,VKI,07.VKI
322,Scientific Temperature B,05,Transmitted raw data,V,K,I,0.1,08,VKI,08.VKI
323,Scientific Temperature B,05,Transmitted raw data,U,K,I,0.05,05,UKI,05.UKI
324,Scientific Temperature B,05,Transmitted raw data,U,K,I,0.025,06,UKI,06.UKI
325,Scientific Temperature B,05,Transmitted raw data,U,K,I,0.02,07,UKI,07.UKI
326,Scientific Temperature B,05,Transmitted raw data,U,K,I,0.01,08,UKI,08.UKI
327,Scientific Temperature B,05,Transmitted raw data,R,K,I,0.005,05,RKI,05.RKI
328,Scientific Temperature B,05,Transmitted raw data,R,K,I,0.001,06,RKI,06.RKI
329,Scientific Temperature B,05,Transmitted raw data,R,K,I,1/1800,07,RKI,07.RKI
330,Scientific Temperature B,05,Transmitted raw data,R,K,I,1/3600,08,RKI,08.RKI
331,APSS Channels,05,Baseline,R,Inst. Code,Orien. Code,1/3600,08,RKI,08.RKI
332,Wind Horizontal Speed - sensor 1,10,computed on Earth,L,W,S,1,10,LWS,10.LWS
333,Wind Horizontal Speed - sensor 1,10,computed on Earth,V,W,S,0.5,10,VWS,10.VWS
334,Wind Horizontal Speed - sensor 1,10,computed on Earth,V,W,S,0.25,11,VWS,11.VWS
335,Wind Horizontal Speed - sensor 1,10,computed on Earth,V,W,S,0.2,12,VWS,12.VWS
336,Wind Horizontal Speed - sensor 1,10,computed on Earth,V,W,S,0.1,13,VWS,13.VWS
337,Wind Horizontal Speed - sensor 1,10,computed on Earth,U,W,S,0.05,10,UWS,10.UWS
338,Wind Horizontal Speed - sensor 1,10,computed on Earth,U,W,S,0.025,11,UWS,11.UWS
339,Wind Horizontal Speed - sensor 1,10,computed on Earth,U,W,S,0.02,12,UWS,12.UWS
340,Wind Horizontal Speed - sensor 1,10,computed on Earth,U,W,S,0.01,13,UWS,13.UWS
341,Wind Horizontal Speed - sensor 1,10,computed on Earth,R,W,S,0.005,10,RWS,10.RWS
342,Wind Horizontal Speed - sensor 1,10,computed on Earth,R,W,S,0.001,11,RWS,11.RWS
343,Wind Horizontal Speed - sensor 1,10,computed on Earth,R,W,S,1/1800,12,RWS,12.RWS
344,Wind Horizontal Speed - sensor 1,10,computed on Earth,R,W,S,1/3600,13,RWS,13.RWS
345,Wind Vertical Speed - sensor 1,15,computed on Earth,L,W,S,1,15,LWS,15.LWS
346,Wind Vertical Speed - sensor 1,15,computed on Earth,V,W,S,0.5,15,VWS,15.VWS
347,Wind Vertical Speed - sensor 1,15,computed on Earth,V,W,S,0.25,16,VWS,16.VWS
348,Wind Vertical Speed - sensor 1,15,computed on Earth,V,W,S,0.2,17,VWS,17.VWS
349,Wind Vertical Speed - sensor 1,15,computed on Earth,V,W,S,0.1,18,VWS,18.VWS
350,Wind Vertical Speed - sensor 1,15,computed on Earth,U,W,S,0.05,15,UWS,15.UWS
351,Wind Vertical Speed - sensor 1,15,computed on Earth,U,W,S,0.025,16,UWS,16.UWS
352,Wind Vertical Speed - sensor 1,15,computed on Earth,U,W,S,0.02,17,UWS,17.UWS
353,Wind Vertical Speed - sensor 1,15,computed on Earth,U,W,S,0.01,18,UWS,18.UWS
354,Wind Vertical Speed - sensor 1,15,computed on Earth,R,W,S,0.005,15,RWS,15.RWS
355,Wind Vertical Speed - sensor 1,15,computed on Earth,R,W,S,0.001,16,RWS,16.RWS
356,Wind Vertical Speed - sensor 1,15,computed on Earth,R,W,S,1/1800,17,RWS,17.RWS
357,Wind Vertical Speed - sensor 1,15,computed on Earth,R,W,S,1/3600,18,RWS,18.RWS
358,Wind Direction - sensor 1,10,computed on Earth,L,W,D,1,10,LWD,10.LWD
359,Wind Direction - sensor 1,10,computed on Earth,V,W,D,0.5,10,VWD,10.VWD
360,Wind Direction - sensor 1,10,computed on Earth,V,W,D,0.25,11,VWD,11.VWD
361,Wind Direction - sensor 1,10,computed on Earth,V,W,D,0.2,12,VWD,12.VWD
362,Wind Direction - sensor 1,10,computed on Earth,V,W,D,0.1,13,VWD,13.VWD
363,Wind Direction - sensor 1,10,computed on Earth,U,W,D,0.05,10,UWD,10.UWD
364,Wind Direction - sensor 1,10,computed on Earth,U,W,D,0.025,11,UWD,11.UWD
365,Wind Direction - sensor 1,10,computed on Earth,U,W,D,0.02,12,UWD,12.UWD
366,Wind Direction - sensor 1,10,computed on Earth,U,W,D,0.01,13,UWD,13.UWD
367,Wind Direction - sensor 1,10,computed on Earth,R,W,D,0.005,10,RWD,10.RWD
368,Wind Direction - sensor 1,10,computed on Earth,R,W,D,0.001,11,RWD,11.RWD
369,Wind Direction - sensor 1,10,computed on Earth,R,W,D,1/1800,12,RWD,12.RWD
370,Wind Direction - sensor 1,10,computed on Earth,R,W,D,1/3600,13,RWD,13.RWD
371,Atmosphere Temperature - sensor 1,10,computed on Earth,L,K,O,1,10,LKO,10.LKO
372,Atmosphere Temperature - sensor 1,10,computed on Earth,V,K,O,0.5,10,VKO,10.VKO
373,Atmosphere Temperature - sensor 1,10,computed on Earth,V,K,O,0.25,11,VKO,11.VKO
374,Atmosphere Temperature - sensor 1,10,computed on Earth,V,K,O,0.2,12,VKO,12.VKO
375,Atmosphere Temperature - sensor 1,10,computed on Earth,V,K,O,0.1,13,VKO,13.VKO
376,Atmosphere Temperature - sensor 1,10,computed on Earth,U,K,O,0.05,10,UKO,10.UKO
377,Atmosphere Temperature - sensor 1,10,computed on Earth,U,K,O,0.025,11,UKO,11.UKO
378,Atmosphere Temperature - sensor 1,10,computed on Earth,U,K,O,0.02,12,UKO,12.UKO
379,Atmosphere Temperature - sensor 1,10,computed on Earth,U,K,O,0.01,13,UKO,13.UKO
380,Atmosphere Temperature - sensor 1,10,computed on Earth,R,K,O,0.005,10,RKO,10.RKO
381,Atmosphere Temperature - sensor 1,10,computed on Earth,R,K,O,0.001,11,RKO,11.RKO
382,Atmosphere Temperature - sensor 1,10,computed on Earth,R,K,O,1/1800,12,RKO,12.RKO
383,Atmosphere Temperature - sensor 1,10,computed on Earth,R,K,O,1/3600,13,RKO,13.RKO
384,Wind Horizontal Speed - sensor 2,20,computed on Earth,L,W,S,1,20,LWS,20.LWS
385,Wind Horizontal Speed - sensor 2,20,computed on Earth,V,W,S,0.5,20,VWS,20.VWS
386,Wind Horizontal Speed - sensor 2,20,computed on Earth,V,W,S,0.25,21,VWS,21.VWS
387,Wind Horizontal Speed - sensor 2,20,computed on Earth,V,W,S,0.2,22,VWS,22.VWS
388,Wind Horizontal Speed - sensor 2,20,computed on Earth,V,W,S,0.1,23,VWS,23.VWS
389,Wind Horizontal Speed - sensor 2,20,computed on Earth,U,W,S,0.05,20,UWS,20.UWS
390,Wind Horizontal Speed - sensor 2,20,computed on Earth,U,W,S,0.025,21,UWS,21.UWS
391,Wind Horizontal Speed - sensor 2,20,computed on Earth,U,W,S,0.02,22,UWS,22.UWS
392,Wind Horizontal Speed - sensor 2,20,computed on Earth,U,W,S,0.01,23,UWS,23.UWS
393,Wind Horizontal Speed - sensor 2,20,computed on Earth,R,W,S,0.005,20,RWS,20.RWS
394,Wind Horizontal Speed - sensor 2,20,computed on Earth,R,W,S,0.001,21,RWS,21.RWS
395,Wind Horizontal Speed - sensor 2,20,computed on Earth,R,W,S,1/1800,22,RWS,22.RWS
396,Wind Horizontal Speed - sensor 2,20,computed on Earth,R,W,S,1/3600,23,RWS,23.RWS
397,Wind Vertical Speed - sensor 2,25,computed on Earth,L,W,S,1,25,LWS,25.LWS
398,Wind Vertical Speed - sensor 2,25,computed on Earth,V,W,S,0.5,25,VWS,25.VWS
399,Wind Vertical Speed - sensor 2,25,computed on Earth,V,W,S,0.25,26,VWS,26.VWS
400,Wind Vertical Speed - sensor 2,25,computed on Earth,V,W,S,0.2,27,VWS,27.VWS
401,Wind Vertical Speed - sensor 2,25,computed on Earth,V,W,S,0.1,28,VWS,28.VWS
402,Wind Vertical Speed - sensor 2,25,computed on Earth,U,W,S,0.05,25,UWS,25.UWS
403,Wind Vertical Speed - sensor 2,25,computed on Earth,U,W,S,0.025,26,UWS,26.UWS
404,Wind Vertical Speed - sensor 2,25,computed on Earth,U,W,S,0.02,27,UWS,27.UWS
405,Wind Vertical Speed - sensor 2,25,computed on Earth,U,W,S,0.01,28,UWS,28.UWS
406,Wind Vertical Speed - sensor 2,25,computed on Earth,R,W,S,0.005,25,RWS,25.RWS
407,Wind Vertical Speed - sensor 2,25,computed on Earth,R,W,S,0.001,26,RWS,26.RWS
408,Wind Vertical Speed - sensor 2,25,computed on Earth,R,W,S,1/1800,27,RWS,27.RWS
409,Wind Vertical Speed - sensor 2,25,computed on Earth,R,W,S,1/3600,28,RWS,28.RWS
410,Wind Direction - sensor 2,20,computed on Earth,L,W,D,1,20,LWD,20.LWD
411,Wind Direction - sensor 2,20,computed on Earth,V,W,D,0.5,20,VWD,20.VWD
412,Wind Direction - sensor 2,20,computed on Earth,V,W,D,0.25,21,VWD,21.VWD
413,Wind Direction - sensor 2,20,computed on Earth,V,W,D,0.2,22,VWD,22.VWD
414,Wind Direction - sensor 2,20,computed on Earth,V,W,D,0.1,23,VWD,23.VWD
415,Wind Direction - sensor 2,20,computed on Earth,U,W,D,0.05,20,UWD,20.UWD
416,Wind Direction - sensor 2,20,computed on Earth,U,W,D,0.025,21,UWD,21.UWD
417,Wind Direction - sensor 2,20,computed on Earth,U,W,D,0.02,22,UWD,22.UWD
418,Wind Direction - sensor 2,20,computed on Earth,U,W,D,0.01,23,UWD,23.UWD
419,Wind Direction - sensor 2,20,computed on Earth,R,W,D,0.005,20,RWD,20.RWD
420,Wind Direction - sensor 2,20,computed on Earth,R,W,D,0.001,21,RWD,21.RWD
421,Wind Direction - sensor 2,20,computed on Earth,R,W,D,1/1800,22,RWD,22.RWD
422,Wind Direction - sensor 2,20,computed on Earth,R,W,D,1/3600,23,RWD,23.RWD
423,Atmosphere Temperature - sensor 2,20,computed on Earth,L,K,O,1,20,LKO,20.LKO
424,Atmosphere Temperature - sensor 2,20,computed on Earth,V,K,O,0.5,20,VKO,20.VKO
425,Atmosphere Temperature - sensor 2,20,computed on Earth,V,K,O,0.25,21,VKO,21.VKO
426,Atmosphere Temperature - sensor 2,20,computed on Earth,V,K,O,0.2,22,VKO,22.VKO
427,Atmosphere Temperature - sensor 2,20,computed on Earth,V,K,O,0.1,23,VKO,23.VKO
428,Atmosphere Temperature - sensor 2,20,computed on Earth,U,K,O,0.05,20,UKO,20.UKO
429,Atmosphere Temperature - sensor 2,20,computed on Earth,U,K,O,0.025,21,UKO,21.UKO
430,Atmosphere Temperature - sensor 2,20,computed on Earth,U,K,O,0.02,22,UKO,22.UKO
431,Atmosphere Temperature - sensor 2,20,computed on Earth,U,K,O,0.01,23,UKO,23.UKO
432,Atmosphere Temperature - sensor 2,20,computed on Earth,R,K,O,0.005,20,RKO,20.RKO
433,Atmosphere Temperature - sensor 2,20,computed on Earth,R,K,O,0.001,21,RKO,21.RKO
434,Atmosphere Temperature - sensor 2,20,computed on Earth,R,K,O,1/1800,22,RKO,22.RKO
435,Atmosphere Temperature - sensor 2,20,computed on Earth,R,K,O,1/3600,23,RKO,23.RKO
436,Wind Horizontal Speed - Composite,30,computed on Earth,L,W,S,1,30,LWS,30.LWS
437,Wind Horizontal Speed - Composite,30,computed on Earth,V,W,S,0.5,30,VWS,30.VWS
438,Wind Horizontal Speed - Composite,30,computed on Earth,V,W,S,0.25,31,VWS,31.VWS
439,Wind Horizontal Speed - Composite,30,computed on Earth,V,W,S,0.2,32,VWS,32.VWS
440,Wind Horizontal Speed - Composite,30,computed on Earth,V,W,S,0.1,33,VWS,33.VWS
441,Wind Horizontal Speed - Composite,30,computed on Earth,U,W,S,0.05,30,UWS,30.UWS
442,Wind Horizontal Speed - Composite,30,computed on Earth,U,W,S,0.025,31,UWS,31.UWS
443,Wind Horizontal Speed - Composite,30,computed on Earth,U,W,S,0.02,32,UWS,32.UWS
444,Wind Horizontal Speed - Composite,30,computed on Earth,U,W,S,0.01,33,UWS,33.UWS
445,Wind Horizontal Speed - Composite,30,computed on Earth,R,W,S,0.005,30,RWS,30.RWS
446,Wind Horizontal Speed - Composite,30,computed on Earth,R,W,S,0.001,31,RWS,31.RWS
447,Wind Horizontal Speed - Composite,30,computed on Earth,R,W,S,1/1800,32,RWS,32.RWS
448,Wind Horizontal Speed - Composite,30,computed on Earth,R,W,S,1/3600,33,RWS,33.RWS
449,Wind Vertical Speed - Composite,35,computed on Earth,L,W,S,1,35,LWS,35.LWS
450,Wind Vertical Speed - Composite,35,computed on Earth,V,W,S,0.5,35,VWS,35.VWS
451,Wind Vertical Speed - Composite,35,computed on Earth,V,W,S,0.25,36,VWS,36.VWS
452,Wind Vertical Speed - Composite,35,computed on Earth,V,W,S,0.2,37,VWS,37.VWS
453,Wind Vertical Speed - Composite,35,computed on Earth,V,W,S,0.1,38,VWS,38.VWS
454,Wind Vertical Speed - Composite,35,computed on Earth,U,W,S,0.05,35,UWS,35.UWS
455,Wind Vertical Speed - Composite,35,computed on Earth,U,W,S,0.025,36,UWS,36.UWS
456,Wind Vertical Speed - Composite,35,computed on Earth,U,W,S,0.02,37,UWS,37.UWS
457,Wind Vertical Speed - Composite,35,computed on Earth,U,W,S,0.01,38,UWS,38.UWS
458,Wind Vertical Speed - Composite,35,computed on Earth,R,W,S,0.005,35,RWS,35.RWS
459,Wind Vertical Speed - Composite,35,computed on Earth,R,W,S,0.001,36,RWS,36.RWS
460,Wind Vertical Speed - Composite,35,computed on Earth,R,W,S,1/1800,37,RWS,37.RWS
461,Wind Vertical Speed - Composite,35,computed on Earth,R,W,S,1/3600,38,RWS,38.RWS
462,Wind Direction - Composite,30,computed on Earth,L,W,D,1,30,LWD,30.LWD
463,Wind Direction - Composite,30,computed on Earth,V,W,D,0.5,30,VWD,30.VWD
464,Wind Direction - Composite,30,computed on Earth,V,W,D,0.25,31,VWD,31.VWD
465,Wind Direction - Composite,30,computed on Earth,V,W,D,0.2,32,VWD,32.VWD
466,Wind Direction - Composite,30,computed on Earth,V,W,D,0.1,33,VWD,33.VWD
467,Wind Direction - Composite,30,computed on Earth,U,W,D,0.05,30,UWD,30.UWD
468,Wind Direction - Composite,30,computed on Earth,U,W,D,0.025,31,UWD,31.UWD
469,Wind Direction - Composite,30,computed on Earth,U,W,D,0.02,32,UWD,32.UWD
470,Wind Direction - Composite,30,computed on Earth,U,W,D,0.01,33,UWD,33.UWD
471,Wind Direction - Composite,30,computed on Earth,R,W,D,0.005,30,RWD,30.RWD
472,Wind Direction - Composite,30,computed on Earth,R,W,D,0.001,31,RWD,31.RWD
473,Wind Direction - Composite,30,computed on Earth,R,W,D,1/1800,32,RWD,32.RWD
474,Wind Direction - Composite,30,computed on Earth,R,W,D,1/3600,33,RWD,33.RWD
475,Atmosphere Temperature - Composite,30,computed on Earth,L,K,O,1,30,LKO,30.LKO
476,Atmosphere Temperature - Composite,30,computed on Earth,V,K,O,0.5,30,VKO,30.VKO
477,Atmosphere Temperature - Composite,30,computed on Earth,V,K,O,0.25,31,VKO,31.VKO
478,Atmosphere Temperature - Composite,30,computed on Earth,V,K,O,0.2,32,VKO,32.VKO
479,Atmosphere Temperature - Composite,30,computed on Earth,V,K,O,0.1,33,VKO,33.VKO
480,Atmosphere Temperature - Composite,30,computed on Earth,U,K,O,0.05,30,UKO,30.UKO
481,Atmosphere Temperature - Composite,30,computed on Earth,U,K,O,0.025,31,UKO,31.UKO
482,Atmosphere Temperature - Composite,30,computed on Earth,U,K,O,0.02,32,UKO,32.UKO
483,Atmosphere Temperature - Composite,30,computed on Earth,U,K,O,0.01,33,UKO,33.UKO
484,Atmosphere Temperature - Composite,30,computed on Earth,R,K,O,0.005,30,RKO,30.RKO
485,Atmosphere Temperature - Composite,30,computed on Earth,R,K,O,0.001,31,RKO,31.RKO
486,Atmosphere Temperature - Composite,30,computed on Earth,R,K,O,1/1800,32,RKO,32.RKO
487,Atmosphere Temperature - Composite,30,computed on Earth,R,K,O,1/3600,33,RKO,33.RKO
488,Pressure (Outside),10,computed on Earth,B,D,O,20,12,BDO,12.BDO
489,Pressure (Outside),10,computed on Earth,B,D,O,10,13,BDO,13.BDO
490,Pressure (Outside),10,computed on Earth,M,D,O,5,10,MDO,10.MDO
491,Pressure (Outside),10,computed on Earth,M,D,O,4,11,MDO,11.MDO
492,Pressure (Outside),10,computed on Earth,M,D,O,2,12,MDO,12.MDO
493,Pressure (Outside),10,computed on Earth,L,D,O,1,10,LDO,10.LDO
494,Pressure (Outside),10,computed on Earth,V,D,O,0.5,10,VDO,10.VDO
495,Pressure (Outside),10,computed on Earth,V,D,O,0.2,12,VDO,12.VDO
496,Pressure Sensor Temperature (Inside),20,computed on Earth,B,K,I,20,22,BKI,22.BKI
497,Pressure Sensor Temperature (Inside),20,computed on Earth,B,K,I,10,23,BKI,23.BKI
498,Pressure Sensor Temperature (Inside),20,computed on Earth,M,K,I,5,20,MKI,20.MKI
499,Pressure Sensor Temperature (Inside),20,computed on Earth,M,K,I,4,21,MKI,21.MKI
500,Pressure Sensor Temperature (Inside),20,computed on Earth,M,K,I,2,22,MKI,22.MKI
501,Pressure Sensor Temperature (Inside),20,computed on Earth,L,K,I,1,20,LKI,20.LKI
502,Pressure Sensor Temperature (Inside),20,computed on Earth,V,K,I,0.5,20,VKI,20.VKI
503,Pressure Sensor Temperature (Inside),20,computed on Earth,V,K,I,0.2,22,VKI,22.VKI
504,Pressure (Outside),00,Transmitted raw data,B,D,O,50,00,BDO,00.BDO
505,Pressure (Outside),00,Transmitted raw data,B,D,O,25,01,BDO,01.BDO
506,Pressure (Outside),00,Transmitted raw data,B,D,O,20,02,BDO,02.BDO
507,Pressure (Outside),00,Transmitted raw data,B,D,O,10,03,BDO,03.BDO
508,Pressure (Outside),00,Transmitted raw data,M,D,O,5,00,MDO,00.MDO
509,Pressure (Outside),00,Transmitted raw data,M,D,O,4,01,MDO,01.MDO
510,Pressure (Outside),00,Transmitted raw data,M,D,O,2,02,MDO,02.MDO
511,Pressure (Outside),00,Transmitted raw data,L,D,O,1,00,LDO,00.LDO
512,Pressure (Outside),00,Transmitted raw data,V,D,O,0.5,00,VDO,00.VDO
513,Pressure (Outside),00,Transmitted raw data,V,D,O,0.25,01,VDO,01.VDO
514,Pressure (Outside),00,Transmitted raw data,V,D,O,0.2,02,VDO,02.VDO
515,Pressure (Outside),00,Transmitted raw data,V,D,O,0.1,03,VDO,03.VDO
516,Pressure (Outside),00,Transmitted raw data,U,D,O,0.05,00,UDO,00.UDO
517,Pressure (Outside),00,Transmitted raw data,U,D,O,0.025,01,UDO,01.UDO
518,Pressure (Outside),00,Transmitted raw data,U,D,O,0.02,02,UDO,02.UDO
519,Pressure (Outside),00,Transmitted raw data,U,D,O,0.01,03,UDO,03.UDO
520,Pressure (Outside),00,Transmitted raw data,R,D,O,0.005,00,RDO,00.RDO
521,Pressure (Outside),00,Transmitted raw data,R,D,O,0.001,01,RDO,01.RDO
522,Pressure (Outside),00,Transmitted raw data,R,D,O,1/1800,02,RDO,02.RDO
523,Pressure (Outside),00,Transmitted raw data,R,D,O,1/3600,03,RDO,03.RDO
524,Pressure Sensor Temperature (Inside),10,Transmitted raw data,B,K,I,50,10,BKI,10.BKI
525,Pressure Sensor Temperature (Inside),10,Transmitted raw data,B,K,I,25,11,BKI,11.BKI
526,Pressure Sensor Temperature (Inside),10,Transmitted raw data,B,K,I,20,12,BKI,12.BKI
527,Pressure Sensor Temperature (Inside),10,Transmitted raw data,B,K,I,10,13,BKI,13.BKI
528,Pressure Sensor Temperature (Inside),10,Transmitted raw data,M,K,I,5,10,MKI,10.MKI
529,Pressure Sensor Temperature (Inside),10,Transmitted raw data,M,K,I,4,11,MKI,11.MKI
530,Pressure Sensor Temperature (Inside),10,Transmitted raw data,M,K,I,2,12,MKI,12.MKI
531,Pressure Sensor Temperature (Inside),10,Transmitted raw data,L,K,I,1,10,LKI,10.LKI
532,Pressure Sensor Temperature (Inside),10,Transmitted raw data,V,K,I,0.5,10,VKI,10.VKI
533,Pressure Sensor Temperature (Inside),10,Transmitted raw data,V,K,I,0.25,11,VKI,11.VKI
534,Pressure Sensor Temperature (Inside),10,Transmitted raw data,V,K,I,0.2,12,VKI,12.VKI
535,Pressure Sensor Temperature (Inside),10,Transmitted raw data,V,K,I,0.1,13,VKI,13.VKI
536,Pressure Sensor Temperature (Inside),10,Transmitted raw data,U,K,I,0.05,10,UKI,10.UKI
537,Pressure Sensor Temperature (Inside),10,Transmitted raw data,U,K,I,0.025,11,UKI,11.UKI
538,Pressure Sensor Temperature (Inside),10,Transmitted raw data,U,K,I,0.02,12,UKI,12.UKI
539,Pressure Sensor Temperature (Inside),10,Transmitted raw data,U,K,I,0.01,13,UKI,13.UKI
540,Pressure Sensor Temperature (Inside),10,Transmitted raw data,R,K,I,0.005,10,RKI,10.RKI
541,Pressure Sensor Temperature (Inside),10,Transmitted raw data,R,K,I,0.001,11,RKI,11.RKI
542,Pressure Sensor Temperature (Inside),10,Transmitted raw data,R,K,I,1/1800,12,RKI,12.RKI
543,Pressure Sensor Temperature (Inside),10,Transmitted raw data,R,K,I,1/3600,13,RKI,13.RKI
544,Magnetomer1,00,Transmitted raw data,B,F,1,50,00,BF1,00.BF1
545,Magnetomer1,00,Transmitted raw data,B,F,1,25,01,BF1,01.BF1
546,Magnetomer1,00,Transmitted raw data,B,F,1,20,02,BF1,02.BF1
547,Magnetomer1,00,Transmitted raw data,B,F,1,10,03,BF1,03.BF1
548,Magnetomer1,00,Transmitted raw data,M,F,1,5,00,MF1,00.MF1
549,Magnetomer1,00,Transmitted raw data,M,F,1,4,01,MF1,01.MF1
